index,axis-0,axis-1,axis-2
0.0,0.0,92.83061471930142,59.76071319110557
1.0,23.0,163.09295583101897,78.5809831317442
2.0,10.0,93.00985538540276,73.9207258131099
3.0,18.0,128.6787479395655,85.57136910969572
